timestamp,production_wh
2026-06-15T07:25:00+02:00,69.7
2026-06-15T07:30:00+02:00,73.6
2026-06-15T07:35:00+02:00,76.7
2026-06-15T07:40:00+02:00,80.4
2026-06-15T07:45:00+02:00,89.5
2026-06-15T07:50:00+02:00,93.6
2026-06-15T07:55:00+02:00,92.4
2026-06-15T08:00:00+02:00,102.3
2026-06-15T08:05:00+02:00,107.8
2026-06-15T08:10:00+02:00,110.1
2026-06-15T08:15:00+02:00,112.8
2026-06-15T08:20:00+02:00,125.0
2026-06-15T08:25:00+02:00,122.6
2026-06-15T08:30:00+02:00,131.0
2026-06-15T08:35:00+02:00,131.9
2026-06-15T08:40:00+02:00,136.9
2026-06-15T08:45:00+02:00,143.4
2026-06-15T08:50:00+02:00,141.7
2026-06-15T08:55:00+02:00,150.5
2026-06-15T09:00:00+02:00,153.2
2026-06-15T09:05:00+02:00,156.5
2026-06-15T09:10:00+02:00,159.7
2026-06-15T09:15:00+02:00,171.7
2026-06-15T09:20:00+02:00,172.8
2026-06-15T09:25:00+02:00,180.7
2026-06-15T09:30:00+02:00,185.3
2026-06-15T09:35:00+02:00,188.1
2026-06-15T09:40:00+02:00,185.0
2026-06-15T09:45:00+02:00,194.5
2026-06-15T09:50:00+02:00,195.0
2026-06-15T09:55:00+02:00,197.0
2026-06-15T10:00:00+02:00,200.1
2026-06-15T10:05:00+02:00,205.4
2026-06-15T10:10:00+02:00,217.0
2026-06-15T10:15:00+02:00,217.6
2026-06-15T10:20:00+02:00,219.2
2026-06-15T10:25:00+02:00,214.3
2026-06-15T10:30:00+02:00,229.4
2026-06-15T10:35:00+02:00,226.5
2026-06-15T10:40:00+02:00,236.8
2026-06-15T10:45:00+02:00,239.3
2026-06-15T10:50:00+02:00,242.2
2026-06-15T10:55:00+02:00,247.9
2026-06-15T11:00:00+02:00,240.5
2026-06-15T11:05:00+02:00,242.0
2026-06-15T11:10:00+02:00,251.6
2026-06-15T11:15:00+02:00,248.8
2026-06-15T11:20:00+02:00,260.0
2026-06-15T11:25:00+02:00,261.0
2026-06-15T11:30:00+02:00,263.8
2026-06-15T11:35:00+02:00,271.7
2026-06-15T11:40:00+02:00,260.9
2026-06-15T11:45:00+02:00,263.3
2026-06-15T11:50:00+02:00,261.3
2026-06-15T11:55:00+02:00,277.0
2026-06-15T12:00:00+02:00,280.6
2026-06-15T12:05:00+02:00,275.9
2026-06-15T12:10:00+02:00,277.7
2026-06-15T12:15:00+02:00,281.3
2026-06-15T12:20:00+02:00,279.7
2026-06-15T12:25:00+02:00,293.8
2026-06-15T12:30:00+02:00,286.8
2026-06-15T12:35:00+02:00,288.2
2026-06-15T12:40:00+02:00,293.9
2026-06-15T12:45:00+02:00,285.8
2026-06-15T12:50:00+02:00,285.0
2026-06-15T12:55:00+02:00,290.8
2026-06-15T13:00:00+02:00,285.0
2026-06-15T13:05:00+02:00,298.1
2026-06-15T13:10:00+02:00,292.4
2026-06-15T13:15:00+02:00,293.3
2026-06-15T13:20:00+02:00,290.5
2026-06-15T13:25:00+02:00,285.9
2026-06-15T13:30:00+02:00,286.3
2026-06-15T13:35:00+02:00,296.6
2026-06-15T13:40:00+02:00,288.8
2026-06-15T13:45:00+02:00,291.2
2026-06-15T13:50:00+02:00,298.3
2026-06-15T13:55:00+02:00,286.8
2026-06-15T14:00:00+02:00,283.1
2026-06-15T14:05:00+02:00,284.9
2026-06-15T14:10:00+02:00,289.6
2026-06-15T14:15:00+02:00,289.5
2026-06-15T14:20:00+02:00,294.7
2026-06-15T14:25:00+02:00,290.9
2026-06-15T14:30:00+02:00,282.9
2026-06-15T14:35:00+02:00,280.1
2026-06-15T14:40:00+02:00,281.0
2026-06-15T14:45:00+02:00,275.8
2026-06-15T14:50:00+02:00,283.2
2026-06-15T14:55:00+02:00,284.8
2026-06-15T15:00:00+02:00,270.3
2026-06-15T15:05:00+02:00,268.7
2026-06-15T15:10:00+02:00,270.2
2026-06-15T15:15:00+02:00,275.0
2026-06-15T15:20:00+02:00,263.6
2026-06-15T15:25:00+02:00,258.5
2026-06-15T15:30:00+02:00,261.6
2026-06-15T15:35:00+02:00,262.9
2026-06-15T15:40:00+02:00,252.8
2026-06-15T15:45:00+02:00,245.2
2026-06-15T15:50:00+02:00,255.2
2026-06-15T15:55:00+02:00,246.0
2026-06-15T16:00:00+02:00,238.5
2026-06-15T16:05:00+02:00,248.5
2026-06-15T16:10:00+02:00,237.8
2026-06-15T16:15:00+02:00,228.4
2026-06-15T16:20:00+02:00,231.7
2026-06-15T16:25:00+02:00,232.2
2026-06-15T16:30:00+02:00,222.5
2026-06-15T16:35:00+02:00,215.4
2026-06-15T16:40:00+02:00,222.0
2026-06-15T16:45:00+02:00,210.5
2026-06-15T16:50:00+02:00,208.6
2026-06-15T16:55:00+02:00,212.2
2026-06-15T17:00:00+02:00,206.7
2026-06-15T17:05:00+02:00,203.9
2026-06-15T17:10:00+02:00,197.7
2026-06-15T17:15:00+02:00,191.4
2026-06-15T17:20:00+02:00,189.3
2026-06-15T17:25:00+02:00,178.2
2026-06-15T17:30:00+02:00,180.8
2026-06-15T17:35:00+02:00,171.4
2026-06-15T17:40:00+02:00,176.2
2026-06-15T17:45:00+02:00,170.5
2026-06-15T17:50:00+02:00,163.5
2026-06-15T17:55:00+02:00,156.3
2026-06-15T18:00:00+02:00,152.5
2026-06-15T18:05:00+02:00,153.7
2026-06-15T18:10:00+02:00,148.7
2026-06-15T18:15:00+02:00,141.0
2026-06-15T18:20:00+02:00,135.1
2026-06-15T18:25:00+02:00,130.3
2026-06-15T18:30:00+02:00,129.7
2026-06-15T18:35:00+02:00,122.9
2026-06-15T18:40:00+02:00,116.4
2026-06-15T18:45:00+02:00,113.7
2026-06-15T18:50:00+02:00,108.9
2026-06-15T18:55:00+02:00,108.2
2026-06-15T19:00:00+02:00,103.9
2026-06-15T19:05:00+02:00,93.1
2026-06-15T19:10:00+02:00,90.4
2026-06-15T19:15:00+02:00,91.9
2026-06-15T19:20:00+02:00,81.3
2026-06-15T19:25:00+02:00,78.9
2026-06-15T19:30:00+02:00,72.8
2026-06-15T19:35:00+02:00,70.2
2026-06-15T19:40:00+02:00,64.3
2026-06-15T19:45:00+02:00,61.1
2026-06-15T19:50:00+02:00,55.5
2026-06-15T19:55:00+02:00,50.3
2026-06-15T20:00:00+02:00,47.1
2026-06-15T20:05:00+02:00,43.8
2026-06-15T20:10:00+02:00,41.4
2026-06-15T20:15:00+02:00,38.0
2026-06-15T20:20:00+02:00,30.8
2026-06-15T20:25:00+02:00,30.7
2026-06-15T20:30:00+02:00,23.4
2026-06-15T20:35:00+02:00,21.5
2026-06-15T20:40:00+02:00,18.7
2026-06-15T20:45:00+02:00,11.8
2026-06-15T20:50:00+02:00,14.1
2026-06-15T20:55:00+02:00,13.3
2026-06-15T21:00:00+02:00,6.2
2026-06-15T21:05:00+02:00,7.5
2026-06-15T21:10:00+02:00,0.0
2026-06-15T21:15:00+02:00,0.0
2026-06-15T21:20:00+02:00,4.0
2026-06-15T21:25:00+02:00,0.0
2026-06-15T21:30:00+02:00,0.0
2026-06-15T21:35:00+02:00,0.0
2026-06-15T21:40:00+02:00,0.0
2026-06-15T21:45:00+02:00,0.0
2026-06-15T21:50:00+02:00,0.0
2026-06-15T21:55:00+02:00,0.0
2026-06-15T22:00:00+02:00,0.0
2026-06-15T22:05:00+02:00,0.0
2026-06-15T22:10:00+02:00,0.0
2026-06-15T22:15:00+02:00,1.5
2026-06-15T22:20:00+02:00,0.0
2026-06-15T22:25:00+02:00,0.0
2026-06-15T22:30:00+02:00,0.0
2026-06-15T22:35:00+02:00,0.0
2026-06-15T22:40:00+02:00,0.0
2026-06-15T22:45:00+02:00,0.8
2026-06-15T22:50:00+02:00,0.0
2026-06-15T22:55:00+02:00,1.6
2026-06-15T23:00:00+02:00,0.0
2026-06-15T23:05:00+02:00,2.3
2026-06-15T23:10:00+02:00,0.9
2026-06-15T23:15:00+02:00,1.1
2026-06-15T23:20:00+02:00,0.0
2026-06-15T23:25:00+02:00,0.0
2026-06-15T23:30:00+02:00,1.9
2026-06-15T23:35:00+02:00,0.8
2026-06-15T23:40:00+02:00,0.0
2026-06-15T23:45:00+02:00,0.0
2026-06-15T23:50:00+02:00,0.6
2026-06-15T23:55:00+02:00,2.0
2026-06-16T00:00:00+02:00,2.2
2026-06-16T00:05:00+02:00,0.0
2026-06-16T00:10:00+02:00,0.0
2026-06-16T00:15:00+02:00,0.0
2026-06-16T00:20:00+02:00,0.2
2026-06-16T00:25:00+02:00,0.0
2026-06-16T00:30:00+02:00,1.9
2026-06-16T00:35:00+02:00,0.1
2026-06-16T00:40:00+02:00,0.1
2026-06-16T00:45:00+02:00,0.0
2026-06-16T00:50:00+02:00,2.0
2026-06-16T00:55:00+02:00,0.0
2026-06-16T01:00:00+02:00,0.0
2026-06-16T01:05:00+02:00,0.0
2026-06-16T01:10:00+02:00,0.0
2026-06-16T01:15:00+02:00,0.0
2026-06-16T01:20:00+02:00,0.4
2026-06-16T01:25:00+02:00,2.1
2026-06-16T01:30:00+02:00,1.8
2026-06-16T01:35:00+02:00,0.3
2026-06-16T01:40:00+02:00,0.0
2026-06-16T01:45:00+02:00,0.0
2026-06-16T01:50:00+02:00,1.1
2026-06-16T01:55:00+02:00,1.9
2026-06-16T02:00:00+02:00,1.9
2026-06-16T02:05:00+02:00,2.0
2026-06-16T02:10:00+02:00,2.0
2026-06-16T02:15:00+02:00,0.3
2026-06-16T02:20:00+02:00,0.0
2026-06-16T02:25:00+02:00,0.0
2026-06-16T02:30:00+02:00,0.0
2026-06-16T02:35:00+02:00,0.0
2026-06-16T02:40:00+02:00,0.0
2026-06-16T02:45:00+02:00,0.2
2026-06-16T02:50:00+02:00,0.0
2026-06-16T02:55:00+02:00,0.9
2026-06-16T03:00:00+02:00,0.0
2026-06-16T03:05:00+02:00,3.0
2026-06-16T03:10:00+02:00,0.0
2026-06-16T03:15:00+02:00,2.3
2026-06-16T03:20:00+02:00,0.8
2026-06-16T03:25:00+02:00,0.0
2026-06-16T03:30:00+02:00,0.3
2026-06-16T03:35:00+02:00,0.2
2026-06-16T03:40:00+02:00,0.0
2026-06-16T03:45:00+02:00,0.0
2026-06-16T03:50:00+02:00,0.0
2026-06-16T03:55:00+02:00,2.3
2026-06-16T04:00:00+02:00,0.6
2026-06-16T04:05:00+02:00,0.0
2026-06-16T04:10:00+02:00,0.1
2026-06-16T04:15:00+02:00,0.0
2026-06-16T04:20:00+02:00,0.1
2026-06-16T04:25:00+02:00,0.4
2026-06-16T04:30:00+02:00,0.6
2026-06-16T04:35:00+02:00,0.8
2026-06-16T04:40:00+02:00,0.0
2026-06-16T04:45:00+02:00,0.0
2026-06-16T04:50:00+02:00,0.6
2026-06-16T04:55:00+02:00,3.0
2026-06-16T05:00:00+02:00,0.1
2026-06-16T05:05:00+02:00,0.0
2026-06-16T05:10:00+02:00,0.0
2026-06-16T05:15:00+02:00,0.0
2026-06-16T05:20:00+02:00,2.8
2026-06-16T05:25:00+02:00,2.4
2026-06-16T05:30:00+02:00,0.9
2026-06-16T05:35:00+02:00,0.0
2026-06-16T05:40:00+02:00,1.7
2026-06-16T05:45:00+02:00,0.3
2026-06-16T05:50:00+02:00,0.0
2026-06-16T05:55:00+02:00,5.6
2026-06-16T06:00:00+02:00,5.3
2026-06-16T06:05:00+02:00,8.0
2026-06-16T06:10:00+02:00,10.7
2026-06-16T06:15:00+02:00,13.9
2026-06-16T06:20:00+02:00,16.7
2026-06-16T06:25:00+02:00,23.5
2026-06-16T06:30:00+02:00,23.0
2026-06-16T06:35:00+02:00,31.6
2026-06-16T06:40:00+02:00,36.0
2026-06-16T06:45:00+02:00,35.1
2026-06-16T06:50:00+02:00,36.9
2026-06-16T06:55:00+02:00,44.6
2026-06-16T07:00:00+02:00,49.9
2026-06-16T07:05:00+02:00,50.3
2026-06-16T07:10:00+02:00,56.7
2026-06-16T07:15:00+02:00,58.3
2026-06-16T07:20:00+02:00,67.7
2026-06-16T07:25:00+02:00,72.7
2026-06-16T07:30:00+02:00,72.6
2026-06-16T07:35:00+02:00,79.0
2026-06-16T07:40:00+02:00,81.9
2026-06-16T07:45:00+02:00,87.2
2026-06-16T07:50:00+02:00,94.7
2026-06-16T07:55:00+02:00,95.2
2026-06-16T08:00:00+02:00,104.1
2026-06-16T08:05:00+02:00,103.8
2026-06-16T08:10:00+02:00,110.0
2026-06-16T08:15:00+02:00,110.4
2026-06-16T08:20:00+02:00,119.1
2026-06-16T08:25:00+02:00,124.2
2026-06-16T08:30:00+02:00,125.6
2026-06-16T08:35:00+02:00,135.0
2026-06-16T08:40:00+02:00,133.6
2026-06-16T08:45:00+02:00,144.0
2026-06-16T08:50:00+02:00,144.0
2026-06-16T08:55:00+02:00,154.6
2026-06-16T09:00:00+02:00,158.8
2026-06-16T09:05:00+02:00,158.4
2026-06-16T09:10:00+02:00,166.3
2026-06-16T09:15:00+02:00,167.9
2026-06-16T09:20:00+02:00,166.0
2026-06-16T09:25:00+02:00,179.4
2026-06-16T09:30:00+02:00,183.2
2026-06-16T09:35:00+02:00,190.2
2026-06-16T09:40:00+02:00,187.3
2026-06-16T09:45:00+02:00,197.3
2026-06-16T09:50:00+02:00,197.3
2026-06-16T09:55:00+02:00,203.4
2026-06-16T10:00:00+02:00,198.4
2026-06-16T10:05:00+02:00,207.7
2026-06-16T10:10:00+02:00,219.8
2026-06-16T10:15:00+02:00,217.3
2026-06-16T10:20:00+02:00,214.9
2026-06-16T10:25:00+02:00,221.7
2026-06-16T10:30:00+02:00,233.0
2026-06-16T10:35:00+02:00,234.1
2026-06-16T10:40:00+02:00,229.6
2026-06-16T10:45:00+02:00,237.3
2026-06-16T10:50:00+02:00,236.3
2026-06-16T10:55:00+02:00,245.6
2026-06-16T11:00:00+02:00,250.2
2026-06-16T11:05:00+02:00,246.4
2026-06-16T11:10:00+02:00,247.4
2026-06-16T11:15:00+02:00,246.3
2026-06-16T11:20:00+02:00,261.5
2026-06-16T11:25:00+02:00,267.0
2026-06-16T11:30:00+02:00,266.6
2026-06-16T11:35:00+02:00,265.2
2026-06-16T11:40:00+02:00,265.2
2026-06-16T11:45:00+02:00,267.6
2026-06-16T11:50:00+02:00,265.4
2026-06-16T11:55:00+02:00,268.2
2026-06-16T12:00:00+02:00,269.0
2026-06-16T12:05:00+02:00,268.8
2026-06-16T12:10:00+02:00,277.1
2026-06-16T12:15:00+02:00,273.7
2026-06-16T12:20:00+02:00,278.3
2026-06-16T12:25:00+02:00,286.7
2026-06-16T12:30:00+02:00,279.6
2026-06-16T12:35:00+02:00,290.8
2026-06-16T12:40:00+02:00,282.8
2026-06-16T12:45:00+02:00,283.6
2026-06-16T12:50:00+02:00,289.6
2026-06-16T12:55:00+02:00,291.1
2026-06-16T13:00:00+02:00,293.2
2026-06-16T13:05:00+02:00,285.1
2026-06-16T13:10:00+02:00,282.2
2026-06-16T13:15:00+02:00,282.3
2026-06-16T13:20:00+02:00,289.6
2026-06-16T13:25:00+02:00,289.2
2026-06-16T13:30:00+02:00,290.4
2026-06-16T13:35:00+02:00,293.6
2026-06-16T13:40:00+02:00,289.5
2026-06-16T13:45:00+02:00,296.4
2026-06-16T13:50:00+02:00,292.4
2026-06-16T13:55:00+02:00,288.4
2026-06-16T14:00:00+02:00,292.5
2026-06-16T14:05:00+02:00,281.7
2026-06-16T14:10:00+02:00,282.3
2026-06-16T14:15:00+02:00,290.2
2026-06-16T14:20:00+02:00,291.7
2026-06-16T14:25:00+02:00,285.4
2026-06-16T14:30:00+02:00,276.2
2026-06-16T14:35:00+02:00,282.6
2026-06-16T14:40:00+02:00,284.3
2026-06-16T14:45:00+02:00,281.2
2026-06-16T14:50:00+02:00,275.8
2026-06-16T14:55:00+02:00,273.4
2026-06-16T15:00:00+02:00,275.7
2026-06-16T15:05:00+02:00,265.6
2026-06-16T15:10:00+02:00,269.8
2026-06-16T15:15:00+02:00,269.5
2026-06-16T15:20:00+02:00,271.3
2026-06-16T15:25:00+02:00,262.3
2026-06-16T15:30:00+02:00,265.4
2026-06-16T15:35:00+02:00,262.1
2026-06-16T15:40:00+02:00,252.5
2026-06-16T15:45:00+02:00,249.8
2026-06-16T15:50:00+02:00,245.4
2026-06-16T15:55:00+02:00,252.6
2026-06-16T16:00:00+02:00,236.2
2026-06-16T16:05:00+02:00,237.9
2026-06-16T16:10:00+02:00,242.8
2026-06-16T16:15:00+02:00,229.0
2026-06-16T16:20:00+02:00,233.6
2026-06-16T16:25:00+02:00,230.6
2026-06-16T16:30:00+02:00,227.6
2026-06-16T16:35:00+02:00,226.8
2026-06-16T16:40:00+02:00,217.3
2026-06-16T16:45:00+02:00,217.2
2026-06-16T16:50:00+02:00,211.8
2026-06-16T16:55:00+02:00,207.2
2026-06-16T17:00:00+02:00,203.9
2026-06-16T17:05:00+02:00,208.5
2026-06-16T17:10:00+02:00,193.0
2026-06-16T17:15:00+02:00,190.1
2026-06-16T17:20:00+02:00,189.3
2026-06-16T17:25:00+02:00,179.3
2026-06-16T17:30:00+02:00,181.8
2026-06-16T17:35:00+02:00,172.7
2026-06-16T17:40:00+02:00,166.2
2026-06-16T17:45:00+02:00,168.8
2026-06-16T17:50:00+02:00,158.9
2026-06-16T17:55:00+02:00,163.3
2026-06-16T18:00:00+02:00,156.6
2026-06-16T18:05:00+02:00,148.3
2026-06-16T18:10:00+02:00,146.9
2026-06-16T18:15:00+02:00,135.5
2026-06-16T18:20:00+02:00,136.3
2026-06-16T18:25:00+02:00,133.5
2026-06-16T18:30:00+02:00,126.1
2026-06-16T18:35:00+02:00,122.6
2026-06-16T18:40:00+02:00,119.5
2026-06-16T18:45:00+02:00,114.6
2026-06-16T18:50:00+02:00,109.3
2026-06-16T18:55:00+02:00,102.5
2026-06-16T19:00:00+02:00,100.2
2026-06-16T19:05:00+02:00,94.4
2026-06-16T19:10:00+02:00,91.9
2026-06-16T19:15:00+02:00,87.9
2026-06-16T19:20:00+02:00,82.8
2026-06-16T19:25:00+02:00,78.9
2026-06-16T19:30:00+02:00,71.5
2026-06-16T19:35:00+02:00,67.1
2026-06-16T19:40:00+02:00,65.0
2026-06-16T19:45:00+02:00,62.1
2026-06-16T19:50:00+02:00,59.6
2026-06-16T19:55:00+02:00,48.0
2026-06-16T20:00:00+02:00,47.5
2026-06-16T20:05:00+02:00,44.8
2026-06-16T20:10:00+02:00,38.7
2026-06-16T20:15:00+02:00,36.5
2026-06-16T20:20:00+02:00,31.3
2026-06-16T20:25:00+02:00,30.7
2026-06-16T20:30:00+02:00,19.5
2026-06-16T20:35:00+02:00,19.0
2026-06-16T20:40:00+02:00,16.9
2026-06-16T20:45:00+02:00,13.5
2026-06-16T20:50:00+02:00,11.6
2026-06-16T20:55:00+02:00,8.1
2026-06-16T21:00:00+02:00,7.4
2026-06-16T21:05:00+02:00,2.6
2026-06-16T21:10:00+02:00,0.0
2026-06-16T21:15:00+02:00,2.3
2026-06-16T21:20:00+02:00,0.0
2026-06-16T21:25:00+02:00,0.0
2026-06-16T21:30:00+02:00,0.0
2026-06-16T21:35:00+02:00,0.0
2026-06-16T21:40:00+02:00,0.0
2026-06-16T21:45:00+02:00,0.0
2026-06-16T21:50:00+02:00,0.0
2026-06-16T21:55:00+02:00,0.0
2026-06-16T22:00:00+02:00,0.0
2026-06-16T22:05:00+02:00,1.0
2026-06-16T22:10:00+02:00,0.0
2026-06-16T22:15:00+02:00,0.0
2026-06-16T22:20:00+02:00,0.0
2026-06-16T22:25:00+02:00,3.2
2026-06-16T22:30:00+02:00,0.5
2026-06-16T22:35:00+02:00,1.0
2026-06-16T22:40:00+02:00,0.0
2026-06-16T22:45:00+02:00,0.0
2026-06-16T22:50:00+02:00,0.0
2026-06-16T22:55:00+02:00,0.0
2026-06-16T23:00:00+02:00,0.7
2026-06-16T23:05:00+02:00,0.0
2026-06-16T23:10:00+02:00,1.0
2026-06-16T23:15:00+02:00,0.0
2026-06-16T23:20:00+02:00,1.2
2026-06-16T23:25:00+02:00,0.0
2026-06-16T23:30:00+02:00,0.0
2026-06-16T23:35:00+02:00,0.8
2026-06-16T23:40:00+02:00,1.1
2026-06-16T23:45:00+02:00,0.0
2026-06-16T23:50:00+02:00,3.9
2026-06-16T23:55:00+02:00,0.0
2026-06-17T00:00:00+02:00,0.0
2026-06-17T00:05:00+02:00,0.0
2026-06-17T00:10:00+02:00,3.5
2026-06-17T00:15:00+02:00,0.0
2026-06-17T00:20:00+02:00,0.0
2026-06-17T00:25:00+02:00,2.6
2026-06-17T00:30:00+02:00,2.5
2026-06-17T00:35:00+02:00,0.2
2026-06-17T00:40:00+02:00,0.0
2026-06-17T00:45:00+02:00,0.8
2026-06-17T00:50:00+02:00,0.0
2026-06-17T00:55:00+02:00,0.0
2026-06-17T01:00:00+02:00,2.1
2026-06-17T01:05:00+02:00,0.0
2026-06-17T01:10:00+02:00,1.1
2026-06-17T01:15:00+02:00,0.9
2026-06-17T01:20:00+02:00,4.1
2026-06-17T01:25:00+02:00,0.7
2026-06-17T01:30:00+02:00,0.0
2026-06-17T01:35:00+02:00,0.0
2026-06-17T01:40:00+02:00,0.1
2026-06-17T01:45:00+02:00,0.7
2026-06-17T01:50:00+02:00,2.0
2026-06-17T01:55:00+02:00,0.0
2026-06-17T02:00:00+02:00,0.0
2026-06-17T02:05:00+02:00,1.9
2026-06-17T02:10:00+02:00,3.1
2026-06-17T02:15:00+02:00,3.7
2026-06-17T02:20:00+02:00,0.0
2026-06-17T02:25:00+02:00,2.2
2026-06-17T02:30:00+02:00,3.4
2026-06-17T02:35:00+02:00,2.4
2026-06-17T02:40:00+02:00,1.4
2026-06-17T02:45:00+02:00,1.7
2026-06-17T02:50:00+02:00,0.0
2026-06-17T02:55:00+02:00,0.0
2026-06-17T03:00:00+02:00,2.0
2026-06-17T03:05:00+02:00,0.0
2026-06-17T03:10:00+02:00,0.0
2026-06-17T03:15:00+02:00,0.0
2026-06-17T03:20:00+02:00,0.0
2026-06-17T03:25:00+02:00,0.5
2026-06-17T03:30:00+02:00,0.0
2026-06-17T03:35:00+02:00,0.1
2026-06-17T03:40:00+02:00,0.5
2026-06-17T03:45:00+02:00,0.0
2026-06-17T03:50:00+02:00,0.0
2026-06-17T03:55:00+02:00,1.6
2026-06-17T04:00:00+02:00,3.7
2026-06-17T04:05:00+02:00,0.0
2026-06-17T04:10:00+02:00,2.5
2026-06-17T04:15:00+02:00,1.8
2026-06-17T04:20:00+02:00,0.0
2026-06-17T04:25:00+02:00,0.0
2026-06-17T04:30:00+02:00,0.0
2026-06-17T04:35:00+02:00,1.6
2026-06-17T04:40:00+02:00,0.4
2026-06-17T04:45:00+02:00,0.9
2026-06-17T04:50:00+02:00,1.3
2026-06-17T04:55:00+02:00,0.0
2026-06-17T05:00:00+02:00,0.0
2026-06-17T05:05:00+02:00,0.0
2026-06-17T05:10:00+02:00,0.0
2026-06-17T05:15:00+02:00,0.0
2026-06-17T05:20:00+02:00,0.3
2026-06-17T05:25:00+02:00,0.0
2026-06-17T05:30:00+02:00,1.8
2026-06-17T05:35:00+02:00,1.8
2026-06-17T05:40:00+02:00,3.1
2026-06-17T05:45:00+02:00,1.4
2026-06-17T05:50:00+02:00,1.8
2026-06-17T05:55:00+02:00,0.2
2026-06-17T06:00:00+02:00,7.0
2026-06-17T06:05:00+02:00,3.8
2026-06-17T06:10:00+02:00,5.0
2026-06-17T06:15:00+02:00,8.5
2026-06-17T06:20:00+02:00,11.3
2026-06-17T06:25:00+02:00,10.2
2026-06-17T06:30:00+02:00,12.2
2026-06-17T06:35:00+02:00,15.7
2026-06-17T06:40:00+02:00,16.6
2026-06-17T06:45:00+02:00,17.7
2026-06-17T06:50:00+02:00,23.3
2026-06-17T06:55:00+02:00,27.6
2026-06-17T07:00:00+02:00,25.5
2026-06-17T07:05:00+02:00,26.1
2026-06-17T07:10:00+02:00,33.6
2026-06-17T07:15:00+02:00,36.2
2026-06-17T07:20:00+02:00,38.5
